"game_type","game_id","away_team","home_team"
"season","0021700657","GSW","CHI"
"season","0021700658","NYK","MEM"
"season","0021700659","MIA","MIL"
"season","0021700660","LAL","OKC"
"season","0021700661","UTA","SAC"
"season","0021700662","DEN","LAC"
"season","0021700663","PHI","BOS"
"season","0021700664","ORL","CLE"
"season","0021700665","MIN","HOU"
"season","0021700666","IND","POR"
"season","0021700667","SAS","TOR"
"season","0021700668","MIA","BKN"
"season","0021700669","WAS","DET"
"season","0021700670","SAC","MEM"
"season","0021700671","PHX","DEN"
"season","0021700672","NYK","UTA"
"season","0021700673","IND","LAL"
"season","0021700674","OKC","CLE"
"season","0021700675","CHI","ATL"
"season","0021700676","MIA","CHA"
"season","0021700677","MEM","NOP"
"season","0021700678","MIL","PHI"
"season","0021700679","GSW","HOU"
"season","0021700680","TOR","MIN"
"season","0021700681","LAC","UTA"
"season","0021700682","DAL","POR"
"season","0021700683","ORL","BOS"
"season","0021700684","NYK","LAL"
"season","0021700685","BKN","DET"
"season","0021700686","IND","SAS"
"season","0021700687","SAC","CHA"
"season","0021700688","UTA","ATL"
"season","0021700689","MIA","HOU"
"season","0021700690","PHI","MEM"
"season","0021700691","PHX","MIL"
"season","0021700692","CHI","NOP"
"season","0021700693","WAS","DAL"
"season","0021700694","POR","DEN"
"season","0021700695","MIN","LAC"
"season","0021700696","SAC","ORL"
"season","0021700697","BKN","OKC"
"season","0021700698","CLE","SAS"
"season","0021700699","NYK","GSW"
"season","0021700700","BOS","LAL"
"season","0021700701","NOP","CHA"
"season","0021700702","UTA","DET"
"season","0021700703","PHX","IND"
"season","0021700704","CHI","PHI"
"season","0021700705","TOR","ATL"
"season","0021700706","HOU","DAL"
"season","0021700707","SAS","MEM"
"season","0021700708","MIN","POR"
"season","0021700709","BOS","LAC"
"season","0021700710","SAC","MIA"
"season","0021700711","WAS","OKC"
"season","0021700712","NYK","DEN"
"season","0021700713","MIN","GSW"
"season","0021700714","ATL","CHA"
"season","0021700715","IND","CLE"
"season","0021700716","UTA","TOR"
"season","0021700717","LAL","CHI"
"season","0021700718","LAC","MEM"
"season","0021700719","BKN","MIL"
"season","0021700720","HOU","NOP"
"season","0021700721","POR","DAL"
"season","0021700722","PHI","SAS"
"season","0021700723","NYK","PHX"
"season","0021700724","OKC","DET"
"season","0021700725","ORL","IND"
"season","0021700726","WAS","ATL"
"season","0021700727","CHA","MIA"
"season","0021700728","BOS","GSW"
"season","0021700729","BKN","MIN"
"season","0021700730","DAL","DEN"
"season","0021700731","MIL","CHI"
"season","0021700732","PHX","HOU"
"season","0021700733","LAC","NOP"
"season","0021700734","DET","CLE"
"season","0021700735","LAL","TOR"
"season","0021700736","PHI","OKC"
"season","0021700737","SAC","SAS"
"season","0021700738","CHA","IND"
"season","0021700739","MIN","ATL"
"season","0021700740","PHX","MEM"
"season","0021700741","PHI","MIL"
"season","0021700742","MIA","DAL"
"season","0021700743","BOS","DEN"
"season","0021700744","OKC","WAS"
"season","0021700745","BKN","NYK"
"season","0021700746","MIN","TOR"
"season","0021700747","CLE","DET"
"season","0021700748","ORL","HOU"
"season","0021700749","SAC","NOP"
"season","0021700750","DEN","SAS"
"season","0021700751","GSW","UTA"
"season","0021700752","POR","LAC"
"season","0021700753","MEM","IND"
"season","0021700754","LAL","ORL"
"season","0021700755","CHA","ATL"
"season","0021700756","PHI","BKN"
"season","0021700757","MIA","CLE"
"season","0021700758","NYK","BOS"
"season","0021700759","CHI","POR"
"season","0021700760","DAL","PHX"
"season","0021700761","MEM","DET"
"season","0021700762","TOR","WAS"
"season","0021700763","MIL","MIN"
"season","0021700764","HOU","SAS"
"season","0021700765","OKC","DEN"
"season","0021700766","IND","CHA"
"season","0021700767","ATL","BOS"
"season","0021700768","LAL","BKN"
"season","0021700769","POR","TOR"
"season","0021700770","MIA","PHI"
"season","0021700771","NYK","MIL"
"season","0021700772","NOP","OKC"
"season","0021700773","UTA","PHX"
"season","0021700774","GSW","SAC"
"season","0021700775","CHI","LAC"
"season","0021700776","MIA","DET"
"season","0021700777","PHI","IND"
"season","0021700778","WAS","ORL"
"season","0021700779","HOU","CLE"
"season","0021700780","NOP","MIN"
"season","0021700781","UTA","SAS"
"season","0021700782","GSW","DEN"
"season","0021700783","DAL","SAC"
"season","0021700784","POR","BOS"
"season","0021700785","MIL","BKN"
"season","0021700786","ATL","NYK"
"season","0021700787","MEM","TOR"
"season","0021700788","LAL","OKC"
"season","0021700789","CHA","PHX"
"season","0021700790","POR","DET"
"season","0021700791","WAS","IND"
"season","0021700792","ORL","MIA"
"season","0021700793","UTA","NOP"
"season","0021700794","CHA","DEN"
"season","0021700795","CHI","SAC"
"season","0021700796","DAL","LAC"
"season","0021700797","CLE","ORL"
"season","0021700798","BOS","TOR"
"season","0021700799","MEM","ATL"
"season","0021700800","HOU","BKN"
"season","0021700801","MIL","NYK"
"season","0021700802","WAS","PHI"
"season","0021700803","OKC","GSW"
"season","0021700804","PHX","LAL"
"season","0021700805","BKN","DET"
"season","0021700806","HOU","MIA"
"season","0021700807","MIN","CLE"
"season","0021700808","UTA","MEM"
"season","0021700810","SAS","PHX"
"season","0021700811","ATL","ORL"
"season","0021700812","NYK","TOR"
"season","0021700813","BOS","WAS"
"season","0021700814","CHA","POR"
"season","0021700815","DAL","GSW"
"season","0021700816","OKC","LAL"
"season","0021700817","LAC","DET"
"season","0021700818","NOP","PHI"
"season","0021700819","CLE","ATL"
"season","0021700820","IND","BOS"
"season","0021700821","MIL","MIA"
"season","0021700822","MIN","CHI"
"season","0021700823","DEN","HOU"
"season","0021700824","CHA","UTA"
"season","0021700825","POR","SAC"
"season","0021700826","NOP","BKN"
"season","0021700827","MIL","ORL"
"season","0021700828","LAC","PHI"
"season","0021700829","WAS","CHI"
"season","0021700830","LAL","DAL"
"season","0021700831","SAS","GSW"
"season","0021700832","DEN","PHX"
"season","0021700833","TOR","CHA"
"season","0021700834","DET","ATL"
"season","0021700835","CLE","BOS"
"season","0021700836","NYK","IND"
"season","0021700837","DAL","HOU"
"season","0021700838","SAC","MIN"
"season","0021700839","MEM","OKC"
"season","0021700840","UTA","POR"
"season","0021700841","NOP","DET"
"season","0021700842","NYK","PHI"
"season","0021700843","LAC","BKN"
"season","0021700844","ORL","CHI"
"season","0021700845","SAS","UTA"
"season","0021700846","PHX","GSW"
"season","0021700847","MIA","TOR"
"season","0021700848","ATL","MIL"
"season","0021700849","HOU","MIN"
"season","0021700850","CLE","OKC"
"season","0021700851","SAC","DAL"
"season","0021700852","SAS","DEN"
"season","0021700853","ATL","DET"
"season","0021700854","CHA","ORL"
"season","0021700855","MIA","PHI"
"season","0021700856","IND","BKN"
"season","0021700857","WAS","NYK"
"season","0021700858","LAC","BOS"
"season","0021700859","TOR","CHI"
"season","0021700860","SAC","HOU"
"season","0021700861","OKC","MEM"
"season","0021700862","LAL","NOP"
"season","0021700863","PHX","UTA"
"season","0021700864","GSW","POR"
"season","0021700865","DEN","MIL"
"season","0021700866","LAL","MIN"
"season","0021700867","BKN","CHA"
"season","0021700868","NYK","ORL"
"season","0021700869","WAS","CLE"
"season","0021700870","PHI","CHI"
"season","0021700871","OKC","SAC"
"season","0021700872","LAC","GSW"
"season","0021700873","BOS","DET"
"season","0021700874","ATL","IND"
"season","0021700875","CHA","WAS"
"season","0021700876","MIL","TOR"
"season","0021700877","MIN","HOU"
"season","0021700878","CLE","MEM"
"season","0021700879","MIA","NOP"
"season","0021700880","SAS","DEN"
"season","0021700881","LAC","PHX"
"season","0021700882","POR","UTA"
"season","0021700883","DAL","LAL"
"season","0021700884","ORL","PHI"
"season","0021700885","MEM","MIA"
"season","0021700886","BOS","NYK"
"season","0021700887","OKC","GSW"
"season","0021700888","CHI","MIN"
"season","0021700889","POR","PHX"
"season","0021700890","DAL","UTA"
"season","0021700891","LAL","SAC"
"season","0021700892","DET","CHA"
"season","0021700893","NOP","MIL"
"season","0021700894","SAS","CLE"
"season","0021700895","PHI","WAS"
"season","0021700896","HOU","DEN"
"season","0021700897","LAL","ATL"
"season","0021700898","MEM","BOS"
"season","0021700899","CHI","BKN"
"season","0021700900","GSW","NYK"
"season","0021700901","DET","TOR"
"season","0021700902","PHX","NOP"
"season","0021700903","ORL","OKC"
"season","0021700904","IND","DAL"
"season","0021700905","HOU","UTA"
"season","0021700906","MIN","SAC"
"season","0021700907","CHI","CHA"
"season","0021700908","BKN","CLE"
"season","0021700909","PHI","MIA"
"season","0021700910","WAS","MIL"
"season","0021700911","SAC","POR"
"season","0021700912","LAC","DEN"
"season","0021700913","MIL","DET"
"season","0021700914","TOR","ORL"
"season","0021700915","IND","ATL"
"season","0021700916","CHA","BOS"
"season","0021700917","GSW","WAS"
"season","0021700918","PHX","MEM"
"season","0021700919","OKC","DAL"
"season","0021700920","NOP","SAS"
"season","0021700921","HOU","LAC"
"season","0021700922","LAL","MIA"
"season","0021700923","PHI","CLE"
"season","0021700924","BKN","SAC"
"season","0021700925","MIN","POR"
"season","0021700926","DET","ORL"
"season","0021700927","CHA","PHI"
"season","0021700928","GSW","ATL"
"season","0021700929","TOR","WAS"
"season","0021700930","DAL","CHI"
"season","0021700931","DEN","MEM"
"season","0021700932","IND","MIL"
"season","0021700933","OKC","PHX"
"season","0021700934","MIN","UTA"
"season","0021700935","NYK","LAC"
"season","0021700936","MEM","ORL"
"season","0021700937","DEN","CLE"
"season","0021700938","DET","MIA"
"season","0021700939","BOS","HOU"
"season","0021700940","LAL","SAS"
"season","0021700941","OKC","POR"
"season","0021700942","UTA","SAC"
"season","0021700943","PHX","ATL"
"season","0021700944","CHA","TOR"
"season","0021700945","IND","WAS"
"season","0021700946","NOP","DAL"
"season","0021700947","PHI","MIL"
"season","0021700948","BKN","LAC"
"season","0021700949","NYK","SAC"
"season","0021700950","DET","CLE"
"season","0021700951","MIL","IND"
"season","0021700952","PHX","MIA"
"season","0021700953","BOS","CHI"
"season","0021700954","MEM","SAS"
"season","0021700955","ORL","UTA"
"season","0021700956","POR","LAL"
"season","0021700957","PHI","CHA"
"season","0021700958","ATL","TOR"
"season","0021700959","MIA","WAS"
"season","0021700960","HOU","OKC"
"season","0021700961","DEN","DAL"
"season","0021700962","NYK","POR"
"season","0021700963","BKN","GSW"
"season","0021700964","NOP","LAC"
"season","0021700965","UTA","IND"
"season","0021700966","TOR","DET"
"season","0021700967","MEM","CHI"
"season","0021700968","HOU","MIL"
"season","0021700969","NOP","SAC"
"season","0021700970","CLE","DEN"
"season","0021700971","ORL","LAL"
"season","0021700972","BKN","CHA"
"season","0021700973","PHI","MIA"
"season","0021700974","BOS","MIN"
"season","0021700975","PHX","OKC"
"season","0021700976","SAS","GSW"
"season","0021700977","CHI","DET"
"season","0021700978","ATL","IND"
"season","0021700979","HOU","TOR"
"season","0021700980","UTA","MEM"
"season","0021700981","NYK","MIL"
"season","0021700982","WAS","NOP"
"season","0021700983","LAL","DEN"
"season","0021700984","GSW","POR"
"season","0021700985","ORL","SAC"
"season","0021700986","CLE","LAC"
"season","0021700987","PHX","CHA"
"season","0021700988","WAS","MIA"
"season","0021700989","MEM","DAL"
"season","0021700990","SAS","OKC"
"season","0021700991","ORL","LAC"
"season","0021700992","TOR","NYK"
"season","0021700993","CHI","ATL"
"season","0021700994","GSW","MIN"
"season","0021700995","UTA","NOP"
"season","0021700996","SAC","DEN"
"season","0021700997","HOU","DAL"
"season","0021700998","IND","BOS"
"season","0021700999","PHI","BKN"
"season","0021701000","CLE","LAL"
"season","0021701001","SAS","HOU"
"season","0021701002","MIL","MEM"
"season","0021701003","SAC","OKC"
"season","0021701004","MIA","POR"
"season","0021701005","IND","PHI"
"season","0021701006","MIN","WAS"
"season","0021701007","OKC","ATL"
"season","0021701008","TOR","BKN"
"season","0021701009","DAL","NYK"
"season","0021701010","LAC","CHI"
"season","0021701011","CHA","NOP"
"season","0021701012","ORL","SAS"
"season","0021701013","DET","UTA"
"season","0021701014","CLE","PHX"
"season","0021701015","DEN","LAL"
"season","0021701016","MIL","ORL"
"season","0021701017","WAS","BOS"
"season","0021701018","MIA","SAC"
"season","0021701019","LAL","GSW"
"season","0021701020","TOR","IND"
"season","0021701021","CHA","ATL"
"season","0021701022","PHI","NYK"
"season","0021701023","LAC","HOU"
"season","0021701024","CHI","MEM"
"season","0021701025","NOP","SAS"
"season","0021701026","DET","DEN"
"season","0021701027","PHX","UTA"
"season","0021701028","CLE","POR"
"season","0021701029","BOS","ORL"
"season","0021701030","BKN","PHI"
"season","0021701031","DAL","TOR"
"season","0021701032","LAC","OKC"
"season","0021701033","SAC","GSW"
"season","0021701034","MIA","LAL"
"season","0021701035","IND","WAS"
"season","0021701036","HOU","NOP"
"season","0021701037","DAL","BKN"
"season","0021701038","CHA","NYK"
"season","0021701039","CLE","CHI"
"season","0021701040","DEN","MEM"
"season","0021701041","ATL","MIL"
"season","0021701042","MIN","SAS"
"season","0021701043","SAC","UTA"
"season","0021701044","GSW","PHX"
"season","0021701045","DET","POR"
"season","0021701046","OKC","TOR"
"season","0021701047","BOS","NOP"
"season","0021701048","HOU","MIN"
"season","0021701049","POR","LAC"
"season","0021701050","MIL","CLE"
"season","0021701051","LAL","IND"
"season","0021701052","CHA","PHI"
"season","0021701053","MEM","BKN"
"season","0021701054","DEN","MIA"
"season","0021701055","CHI","NYK"
"season","0021701056","GSW","SAS"
"season","0021701057","DET","SAC"
"season","0021701058","TOR","ORL"
"season","0021701059","OKC","BOS"
"season","0021701060","LAC","MIN"
"season","0021701061","DAL","NOP"
"season","0021701062","ATL","UTA"
"season","0021701063","DET","PHX"
"season","0021701064","HOU","POR"
"season","0021700809","IND","NOP"
"season","0021701065","TOR","CLE"
"season","0021701066","MEM","PHI"
"season","0021701067","CHA","BKN"
"season","0021701068","NYK","MIA"
"season","0021701069","DEN","CHI"
"season","0021701070","LAC","MIL"
"season","0021701071","WAS","SAS"
"season","0021701072","MEM","CHA"
"season","0021701073","PHI","ORL"
"season","0021701074","DET","HOU"
"season","0021701075","LAL","NOP"
"season","0021701076","UTA","DAL"
"season","0021701077","ATL","SAC"
"season","0021701078","LAC","IND"
"season","0021701079","DEN","WAS"
"season","0021701080","PHX","CLE"
"season","0021701081","MIN","NYK"
"season","0021701082","BKN","TOR"
"season","0021701083","MIL","CHI"
"season","0021701084","MIA","OKC"
"season","0021701085","UTA","SAS"
"season","0021701086","BOS","POR"
"season","0021701087","ATL","GSW"
"season","0021701088","MIN","PHI"
"season","0021701089","CHI","DET"
"season","0021701090","PHX","ORL"
"season","0021701091","NOP","HOU"
"season","0021701092","LAL","MEM"
"season","0021701093","CHA","DAL"
"season","0021701094","CLE","BKN"
"season","0021701095","SAS","MIL"
"season","0021701096","MIA","IND"
"season","0021701097","LAC","TOR"
"season","0021701098","NYK","WAS"
"season","0021701099","BOS","SAC"
"season","0021701100","POR","OKC"
"season","0021701101","ATL","HOU"
"season","0021701102","UTA","GSW"
"season","0021701103","NYK","CHA"
"season","0021701104","LAL","DET"
"season","0021701105","DEN","PHI"
"season","0021701106","MEM","MIN"
"season","0021701107","BOS","PHX"
"season","0021701108","SAS","WAS"
"season","0021701109","DEN","TOR"
"season","0021701110","CLE","MIA"
"season","0021701111","CHI","HOU"
"season","0021701112","POR","NOP"
"season","0021701113","DAL","SAC"
"season","0021701114","IND","GSW"
"season","0021701115","MIL","LAC"
"season","0021701116","CLE","CHA"
"season","0021701117","BKN","ORL"
"season","0021701118","NYK","PHI"
"season","0021701119","POR","MEM"
"season","0021701120","ATL","MIN"
"season","0021701121","BOS","UTA"
"season","0021701122","LAC","PHX"
"season","0021701123","DAL","LAL"
"season","0021701124","WAS","DET"
"season","0021701125","CHI","MIA"
"season","0021701126","OKC","SAS"
"season","0021701127","IND","SAC"
"season","0021701128","MIL","GSW"
"season","0021701129","CHI","ORL"
"season","0021701130","PHI","ATL"
"season","0021701131","NOP","CLE"
"season","0021701132","PHX","HOU"
"season","0021701133","DEN","OKC"
"season","0021701134","MIN","DAL"
"season","0021701135","MEM","UTA"
"season","0021701136","MIL","LAL"
"season","0021701137","LAC","POR"
"season","0021701138","CHA","WAS"
"season","0021701139","DET","NYK"
"season","0021701140","TOR","BOS"
"season","0021701141","BKN","MIA"
"season","0021701142","GSW","SAC"
"season","0021701143","PHI","CHA"
"season","0021701144","WAS","CHI"
"season","0021701145","HOU","SAS"
"season","0021701146","IND","LAC"
"season","0021701147","ORL","ATL"
"season","0021701148","DET","BKN"
"season","0021701149","DAL","CLE"
"season","0021701150","OKC","NOP"
"season","0021701151","UTA","MIN"
"season","0021701152","MIL","DEN"
"season","0021701153","PHX","GSW"
"season","0021701154","MEM","POR"
"season","0021701155","SAC","LAL"
"season","0021701156","TOR","CLE"
"season","0021701157","BKN","PHI"
"season","0021701158","ATL","MIA"
"season","0021701159","ORL","NYK"
"season","0021701160","CHA","CHI"
"season","0021701161","WAS","HOU"
"season","0021701162","BOS","MIL"
"season","0021701163","GSW","OKC"
"season","0021701164","POR","DAL"
"season","0021701165","IND","DEN"
"season","0021701166","LAL","UTA"
"season","0021701167","SAC","PHX"
"season","0021701168","SAS","LAC"
"season","0021701169","PHI","DET"
"season","0021701170","DAL","ORL"
"season","0021701171","BOS","TOR"
"season","0021701172","MIA","ATL"
"season","0021701173","MEM","NOP"
"season","0021701174","SAS","LAL"
"season","0021701175","GSW","IND"
"season","0021701176","WAS","CLE"
"season","0021701177","POR","HOU"
"season","0021701178","BKN","MIL"
"season","0021701179","LAC","UTA"
"season","0021701180","MIN","DEN"
"season","0021701181","DAL","DET"
"season","0021701182","CHA","ORL"
"season","0021701183","CLE","PHI"
"season","0021701184","ATL","WAS"
"season","0021701185","CHI","BOS"
"season","0021701186","MIA","NYK"
"season","0021701187","IND","TOR"
"season","0021701188","SAC","MEM"
"season","0021701189","NOP","PHX"
"season","0021701190","MIN","LAL"
"season","0021701191","DEN","LAC"
"season","0021701192","MIL","NYK"
"season","0021701193","BKN","CHI"
"season","0021701194","OKC","HOU"
"season","0021701195","NOP","GSW"
"season","0021701196","POR","SAS"
"season","0021701197","IND","CHA"
"season","0021701198","DAL","PHI"
"season","0021701199","DET","MEM"
"season","0021701200","ORL","TOR"
"season","0021701201","UTA","LAL"
"season","0021701202","ATL","BOS"
"season","0021701203","GSW","PHX"
"season","0021701204","TOR","DET"
"season","0021701205","CHI","BKN"
"season","0021701206","OKC","MIA"
"season","0021701207","CLE","NYK"
"season","0021701208","ORL","MIL"
"season","0021701209","MEM","MIN"
"season","0021701210","SAC","SAS"
"season","0021701211","POR","DEN"
"season","0021701212","NOP","LAC"
"season","0021701213","CHA","IND"
"season","0021701214","PHI","ATL"
"season","0021701215","BOS","WAS"
"season","0021701216","PHX","DAL"
"season","0021701217","GSW","UTA"
"season","0021701218","HOU","LAL"
"season","0021701219","BKN","BOS"
"season","0021701220","NYK","CLE"
"season","0021701221","TOR","MIA"
"season","0021701222","WAS","ORL"
"season","0021701223","MIL","PHI"
"season","0021701224","DET","CHI"
"season","0021701225","DEN","MIN"
"season","0021701226","SAS","NOP"
"season","0021701227","MEM","OKC"
"season","0021701228","LAL","LAC"
"season","0021701229","UTA","POR"
"season","0021701230","HOU","SAC"
"playoff","0041700101","WAS","TOR"
"playoff","0041700121","MIA","PHI"
"playoff","0041700151","SAS","GSW"
"playoff","0041700161","NOP","POR"
"playoff","0041700111","MIL","BOS"
"playoff","0041700131","IND","CLE"
"playoff","0041700141","MIN","HOU"
"playoff","0041700171","UTA","OKC"
"playoff","0041700122","MIA","PHI"
"playoff","0041700152","SAS","GSW"
"playoff","0041700102","WAS","TOR"
"playoff","0041700112","MIL","BOS"
"playoff","0041700162","NOP","POR"
"playoff","0041700132","IND","CLE"
"playoff","0041700142","MIN","HOU"
"playoff","0041700172","UTA","OKC"
"playoff","0041700123","PHI","MIA"
"playoff","0041700153","GSW","SAS"
"playoff","0041700163","POR","NOP"
"playoff","0041700103","TOR","WAS"
"playoff","0041700113","BOS","MIL"
"playoff","0041700133","CLE","IND"
"playoff","0041700124","PHI","MIA"
"playoff","0041700143","HOU","MIN"
"playoff","0041700164","POR","NOP"
"playoff","0041700173","OKC","UTA"
"playoff","0041700104","TOR","WAS"
"playoff","0041700114","BOS","MIL"
"playoff","0041700134","CLE","IND"
"playoff","0041700154","GSW","SAS"
"playoff","0041700144","HOU","MIN"
"playoff","0041700174","OKC","UTA"
"playoff","0041700115","MIL","BOS"
"playoff","0041700125","MIA","PHI"
"playoff","0041700155","SAS","GSW"
"playoff","0041700105","WAS","TOR"
"playoff","0041700135","IND","CLE"
"playoff","0041700145","MIN","HOU"
"playoff","0041700175","UTA","OKC"
"playoff","0041700116","BOS","MIL"
"playoff","0041700106","TOR","WAS"
"playoff","0041700136","CLE","IND"
"playoff","0041700176","OKC","UTA"
"playoff","0041700117","MIL","BOS"
"playoff","0041700231","NOP","GSW"
"playoff","0041700137","IND","CLE"
"playoff","0041700221","UTA","HOU"
"playoff","0041700211","PHI","BOS"
"playoff","0041700201","CLE","TOR"
"playoff","0041700232","NOP","GSW"
"playoff","0041700222","UTA","HOU"
"playoff","0041700202","CLE","TOR"
"playoff","0041700212","PHI","BOS"
"playoff","0041700223","HOU","UTA"
"playoff","0041700233","GSW","NOP"
"playoff","0041700203","TOR","CLE"
"playoff","0041700213","BOS","PHI"
"playoff","0041700224","HOU","UTA"
"playoff","0041700234","GSW","NOP"
"playoff","0041700204","TOR","CLE"
"playoff","0041700214","BOS","PHI"
"playoff","0041700225","UTA","HOU"
"playoff","0041700235","NOP","GSW"
"playoff","0041700215","PHI","BOS"
"playoff","0041700301","CLE","BOS"
"playoff","0041700311","GSW","HOU"
"playoff","0041700302","CLE","BOS"
"playoff","0041700312","GSW","HOU"
"playoff","0041700303","BOS","CLE"
"playoff","0041700313","HOU","GSW"
"playoff","0041700304","BOS","CLE"
"playoff","0041700314","HOU","GSW"
"playoff","0041700305","CLE","BOS"
"playoff","0041700315","GSW","HOU"
"playoff","0041700306","BOS","CLE"
"playoff","0041700316","HOU","GSW"
"playoff","0041700307","CLE","BOS"
"playoff","0041700317","GSW","HOU"
"playoff","0041700401","CLE","GSW"
"playoff","0041700402","CLE","GSW"
"playoff","0041700403","GSW","CLE"
"playoff","0041700404","GSW","CLE"
